Registro,IdSub
1003301650081,101
1003301660018,102
1003301660026,102
1003301670013,103
1003301670021,103
1003301670031,103
1003301670048,103
1003301670056,103
1003301700011,104
1003301700044,104
1003301700079,104
1003301700095,104
1003301700109,104
1003301700117,104
1003301700125,104
1003301700133,104
1003301700141,104
1003301710015,34
1003301710023,34
1003301740021,13
1003301760012,100
1003301760012,105
1003301760020,100
1003301760020,105
1003301770018,10
1003301770018,106
1003301770026,10
1003301770026,106
1003301770034,10
1003301770034,106
1003301770042,10
1003301770042,106
1003301780025,10
1003301780025,60
1003301780048,10
1003301780048,60
1003301780056,10
1003301780056,60
1003301790019,107
1003301790027,107
1003301790035,107
1003301790043,107
1003301790051,107
1003301790061,107
1003301790078,107
1003301790086,107
1003301810011,107
1003301810028,107
1003301810036,107
1003301810044,107
1003301810052,107
1003301810060,107
1003301810079,107
1003301810087,107
1003301820015,10
1003301820015,106
1003301820023,10
1003301820023,106
1003301820031,10
1003301820031,106
1003301820041,10
1003301820041,106
1003301840016,108
1003301840024,108
1003301840032,108
1003301840040,108
1003301970017,106
1003301970033,106
1003301970051,106
1003301980012,109
1003301980020,109
1003301980039,109
1003301990018,110
1003301990026,110
1003301990034,110
1003301990042,110
1003301990050,110
1003302010017,111
1003302010025,111
1003302020012,112
1003302020020,112
1003302020039,112
1003302030018,113
1003302060014,114
1003302060022,114
1003302060030,114
1003302060049,114
1003302060057,114
1003302060065,114
1003302060073,114
1003302060081,114
1003302070011,108
1003302070028,108
1003302070036,108
1003302070044,108
1003302070052,108
1003302080015,115
1003302080023,115
1003302080031,115
1003302080041,115
1003302080058,115
1003302080066,115
1003302080074,115
1003302080082,115
1003302080090,115
1003302080104,115
1003302080112,115
1003302080120,115
1003302090010,27
1003302090010,28
1003302090029,27
1003302090029,28
1003302100016,104
1003302100016,21
1003302100032,104
1003302100032,21
1003302100040,104
1003302100040,21
1003302100067,104
1003302100067,21
1003302100075,104
1003302100075,21
1003302100091,104
1003302100091,21
1003302110011,65
1003302110011,28
1003302110021,65
1003302110021,28
1003302120017,72
1003302120017,28
1003302120025,72
1003302120025,28
1003302130012,116
1003302130020,116
1003302130039,116
1003302150013,117
1003302150021,117
1003302150031,117
1003302150048,117
1003302150056,117
1003302160019,97
1003302160027,97
1003302170014,118
1003302170022,118
1003302170030,118
1003302170049,118
1003302170057,118
1003302170065,118
1003302170073,118
1003302170081,118
1003302170091,118
1003302170103,118
1003302170111,118
1003302170121,118
1003800380010,119
1003800380010,120
1003800380010,121
1003800380010,122
1003800380010,123
1003800380010,124
1003800380029,119
1003800380029,121
1003800380029,125
1003800380029,123
1003800380029,124
1003800380029,126
1003800390016,127
1003800390024,127
1003800390032,127
1003800390059,127
1003800390075,127
1003800390083,127
1003800390091,127
1003800400021,128
1003800400038,128
1003800430034,129
1003800430042,129
1003800480074,130
1003800480082,130
1003800690036,131
1003800690036,127
1003800690036,132
1003800690052,132
1003800690060,131
1003800690060,127
1003800690060,132
1003800690087,131
1003800690087,127
1003800690087,132
1003800940016,133
1003800940024,133
1003800950011,133
1003800960017,134
1003800960025,134
1003800970012,134
1003800970020,134
1003800980018,135
1003800980026,135
1003801010047,136
1003801010047,137
1003801010055,136
1003801010055,137
1003801020018,136
1003801020018,137
1003801030013,138
1003801030021,138
1003801030031,138
1003801040019,139
1003801040035,139
1003801050014,140
1003801050022,140
1003801060011,26
1003801060028,26
1003801060036,26
1003801060044,26
1003801060052,26
1003801060060,26
1003801060079,26
1003801060087,26
1003801060095,26
1003801060109,26
1003801060117,26
1003801060125,26
1003801060133,26
1003801060141,26
1003801060151,26
1003801060168,26
1003801060176,26
1003801060184,26
1003801060192,26
1003801060206,26
1003801070015,141
1003801070023,141
1003801100054,127
1003801100062,127
1003801100070,127
1004100110175,142
1004100110175,74
1004100110183,142
1004100110183,74
1004100110191,142
1004100110191,74
1004100170100,143
1004100170100,144
1004100170100,78
1004100170100,74
1004100280038,145
1004100480040,146
1004100480040,147
1004100480040,148
1004100480093,146
1004100480093,147
1004100480093,148
1004100480107,146
1004100480107,147
1004100480107,148
1004100520098,149
1004100520098,150
1004100980080,74
1004100980099,74
1004100980102,74
1004100980110,74
1004100980129,74
1004100980153,74
1004100990061,151
1004100990124,151
1004101000136,152
1004101000144,152
1004101000152,152
1004101000160,153
1004101030035,154
1004101030035,155
1004101030035,78
1004101030035,74
1004101030043,154
1004101030043,155
1004101030043,78
1004101030043,74
1004101070118,142
1004101070126,142
1004101070134,142
1004101070142,142
1004101070150,142
1004101070169,142
1004101070177,142
1004101070185,142
1004101070215,142
1004101120018,156
1004101120018,157
1004101120018,158
1004101120018,147
1004101120034,156
1004101120034,157
1004101120034,158
1004101120034,147
1004101150049,154
1004101150049,78
1004101150049,74
1004101150057,159
1004101150073,154
1004101150073,78
1004101150073,74
1004101220020,149
1004101220039,149
1004101290029,160
1004101300024,77
1004101300040,77
1004101310011,161
1004101310011,162
1004101310011,163
1004101310011,164
1004101310011,165
1004101310011,166
1004101310011,167
1004101310011,168
1004101310011,169
1004101310011,170
1004101310011,171
1004101310011,172
1004101310011,173
1004101310011,174
1004101310011,175
1004101310011,176
1004101310021,177
1004101310021,178
1004101310021,179
1004101310021,180
1004101310021,181
1004101310021,182
1004101310021,164
1004101310021,183
1004101310021,170
1004101310021,184
1004101310021,185
1004101310021,175
1004101310021,186
1004101310021,187
1004101310021,188
1004101310021,189
1004101310021,190
1004101310038,161
1004101310038,162
1004101310038,163
1004101310038,164
1004101310038,165
1004101310038,166
1004101310038,167
1004101310038,168
1004101310038,169
1004101310038,170
1004101310038,171
1004101310038,172
1004101310038,173
1004101310038,174
1004101310038,175
1004101310038,176
1004101310046,177
1004101310046,178
1004101310046,179
1004101310046,180
1004101310046,181
1004101310046,182
1004101310046,164
1004101310046,183
1004101310046,170
1004101310046,184
1004101310046,185
1004101310046,175
1004101310046,186
1004101310046,187
1004101310046,188
1004101310046,189
1004101310046,190
1004101330020,161
1004101330020,162
1004101330020,163
1004101330020,164
1004101330020,165
1004101330020,166
1004101330020,167
1004101330020,169
1004101330020,170
1004101330020,171
1004101330020,172
1004101330020,173
1004101330020,174
1004101330020,176
1004101330020,191
1004101330039,177
1004101330039,178
1004101330039,179
1004101330039,181
1004101330039,182
1004101330039,164
1004101330039,192
1004101330039,170
1004101330039,184
1004101330039,185
1004101330039,172
1004101330039,186
1004101330039,187
1004101330039,189
1004101330039,190
1004101360035,193
1004101440012,75
1004101490011,194
1004101490028,194
1004101490036,194
1004101490044,194
1004101500015,161
1004101500015,163
1004101500015,195
1004101500015,166
1004101500015,167
1004101500015,168
1004101500015,196
1004101500015,171
1004101500015,197
1004101500015,173
1004101500015,158
1004101500015,147
1004101500015,198
1004101500015,199
1004101500015,162
1004101500015,200
1004101500015,164
1004101500015,156
1004101500015,165
1004101500015,169
1004101500015,170
1004101500015,194
1004101500015,174
1004101500015,175
1004101500015,78
1004101500015,201
1004101500015,176
1004101500023,161
1004101500023,163
1004101500023,166
1004101500023,167
1004101500023,168
1004101500023,196
1004101500023,171
1004101500023,197
1004101500023,173
1004101500023,158
1004101500023,147
1004101500023,198
1004101500023,162
1004101500023,154
1004101500023,164
1004101500023,156
1004101500023,165
1004101500023,202
1004101500023,169
1004101500023,203
1004101500023,170
1004101500023,194
1004101500023,174
1004101500023,175
1004101500023,78
1004101500023,201
1004101500023,176
1004101500031,161
1004101500031,163
1004101500031,166
1004101500031,167
1004101500031,168
1004101500031,196
1004101500031,171
1004101500031,197
1004101500031,173
1004101500031,158
1004101500031,147
1004101500031,198
1004101500031,162
1004101500031,154
1004101500031,164
1004101500031,156
1004101500031,165
1004101500031,202
1004101500031,169
1004101500031,203
1004101500031,170
1004101500031,194
1004101500031,174
1004101500031,175
1004101500031,78
1004101500031,201
1004101500031,176
1004101500041,161
1004101500041,163
1004101500041,166
1004101500041,167
1004101500041,168
1004101500041,196
1004101500041,171
1004101500041,197
1004101500041,173
1004101500041,158
1004101500041,147
1004101500041,198
1004101500041,162
1004101500041,154
1004101500041,164
1004101500041,156
1004101500041,165
1004101500041,202
1004101500041,169
1004101500041,203
1004101500041,170
1004101500041,194
1004101500041,174
1004101500041,175
1004101500041,78
1004101500041,201
1004101500041,176
1004101500058,161
1004101500058,163
1004101500058,166
1004101500058,167
1004101500058,168
1004101500058,196
1004101500058,171
1004101500058,197
1004101500058,173
1004101500058,158
1004101500058,147
1004101500058,198
1004101500058,162
1004101500058,154
1004101500058,164
1004101500058,156
1004101500058,165
1004101500058,202
1004101500058,169
1004101500058,203
1004101500058,170
1004101500058,194
1004101500058,174
1004101500058,175
1004101500058,78
1004101500058,201
1004101500058,176
1004101500066,161
1004101500066,163
1004101500066,166
1004101500066,167
1004101500066,168
1004101500066,196
1004101500066,171
1004101500066,197
1004101500066,173
1004101500066,158
1004101500066,147
1004101500066,198
1004101500066,162
1004101500066,154
1004101500066,164
1004101500066,156
1004101500066,165
1004101500066,202
1004101500066,169
1004101500066,203
1004101500066,170
1004101500066,194
1004101500066,174
1004101500066,175
1004101500066,78
1004101500066,201
1004101500066,176
1004101500074,161
1004101500074,163
1004101500074,166
1004101500074,167
1004101500074,168
1004101500074,196
1004101500074,171
1004101500074,197
1004101500074,173
1004101500074,158
1004101500074,147
1004101500074,198
1004101500074,162
1004101500074,154
1004101500074,164
1004101500074,156
1004101500074,165
1004101500074,202
1004101500074,169
1004101500074,203
1004101500074,170
1004101500074,194
1004101500074,174
1004101500074,175
1004101500074,78
1004101500074,201
1004101500074,176
1004101500163,161
1004101500163,163
1004101500163,166
1004101500163,167
1004101500163,168
1004101500163,196
1004101500163,171
1004101500163,197
1004101500163,173
1004101500163,158
1004101500163,147
1004101500163,198
1004101500163,162
1004101500163,154
1004101500163,164
1004101500163,156
1004101500163,165
1004101500163,202
1004101500163,169
1004101500163,203
1004101500163,170
1004101500163,194
1004101500163,174
1004101500163,175
1004101500163,78
1004101500163,201
1004101500163,176
1004101500171,161
1004101500171,163
1004101500171,166
1004101500171,167
1004101500171,168
1004101500171,196
1004101500171,171
1004101500171,197
1004101500171,173
1004101500171,158
1004101500171,147
1004101500171,198
1004101500171,162
1004101500171,154
1004101500171,164
1004101500171,156
1004101500171,165
1004101500171,202
1004101500171,169
1004101500171,203
1004101500171,170
1004101500171,194
1004101500171,174
1004101500171,175
1004101500171,78
1004101500171,201
1004101500171,176
1004101500181,161
1004101500181,163
1004101500181,166
1004101500181,167
1004101500181,168
1004101500181,196
1004101500181,171
1004101500181,197
1004101500181,173
1004101500181,158
1004101500181,147
1004101500181,198
1004101500181,162
1004101500181,154
1004101500181,164
1004101500181,156
1004101500181,165
1004101500181,202
1004101500181,169
1004101500181,203
1004101500181,170
1004101500181,194
1004101500181,174
1004101500181,175
1004101500181,78
1004101500181,201
1004101500181,176
1004101500198,161
1004101500198,163
1004101500198,166
1004101500198,167
1004101500198,168
1004101500198,196
1004101500198,171
1004101500198,197
1004101500198,173
1004101500198,158
1004101500198,147
1004101500198,198
1004101500198,162
1004101500198,154
1004101500198,164
1004101500198,156
1004101500198,165
1004101500198,202
1004101500198,169
1004101500198,203
1004101500198,170
1004101500198,194
1004101500198,174
1004101500198,175
1004101500198,78
1004101500198,201
1004101500198,176
1004101500201,161
1004101500201,163
1004101500201,166
1004101500201,167
1004101500201,168
1004101500201,196
1004101500201,171
1004101500201,197
1004101500201,173
1004101500201,158
1004101500201,147
1004101500201,198
1004101500201,162
1004101500201,154
1004101500201,164
1004101500201,156
1004101500201,165
1004101500201,202
1004101500201,169
1004101500201,203
1004101500201,170
1004101500201,194
1004101500201,174
1004101500201,175
1004101500201,78
1004101500201,201
1004101500201,176
1004101500211,161
1004101500211,163
1004101500211,166
1004101500211,167
1004101500211,168
1004101500211,196
1004101500211,171
1004101500211,197
1004101500211,173
1004101500211,158
1004101500211,147
1004101500211,198
1004101500211,162
1004101500211,154
1004101500211,164
1004101500211,156
1004101500211,165
1004101500211,202
1004101500211,169
1004101500211,203
1004101500211,170
1004101500211,194
1004101500211,174
1004101500211,175
1004101500211,78
1004101500211,201
1004101500211,176
1004101500228,163
1004101500228,166
1004101500228,167
1004101500228,168
1004101500228,196
1004101500228,171
1004101500228,197
1004101500228,173
1004101500228,158
1004101500228,147
1004101500228,198
1004101500228,162
1004101500228,154
1004101500228,164
1004101500228,156
1004101500228,165
1004101500228,202
1004101500228,169
1004101500228,203
1004101500228,170
1004101500228,194
1004101500228,174
1004101500228,175
1004101500228,78
1004101500228,201
1004101500228,176
1004101500236,161
1004101500236,163
1004101500236,166
1004101500236,167
1004101500236,168
1004101500236,196
1004101500236,171
1004101500236,197
1004101500236,173
1004101500236,158
1004101500236,147
1004101500236,198
1004101500236,162
1004101500236,154
1004101500236,164
1004101500236,156
1004101500236,165
1004101500236,202
1004101500236,169
1004101500236,203
1004101500236,170
1004101500236,194
1004101500236,174
1004101500236,175
1004101500236,78
1004101500236,201
1004101500236,176
1004101500244,161
1004101500244,163
1004101500244,166
1004101500244,167
1004101500244,168
1004101500244,196
1004101500244,171
1004101500244,197
1004101500244,173
1004101500244,158
1004101500244,147
1004101500244,198
1004101500244,162
1004101500244,154
1004101500244,164
1004101500244,156
1004101500244,165
1004101500244,202
1004101500244,169
1004101500244,203
1004101500244,170
1004101500244,194
1004101500244,174
1004101500244,175
1004101500244,78
1004101500244,201
1004101500244,176
1004101510010,160
1004101530100,204
1004101530119,204
1004101530127,204
1004101530135,204
1004101530143,204
1004101530151,204
1004101530161,204
1004101530178,204
1004101550012,68
1004101550020,68
1004101550039,68
1004101550047,68
1004101560018,205
1004101560026,205
1004101570013,55
1004101570021,55
1004101570031,55
1004101570048,55
1004101580019,160
1004101580027,160
1004101590014,161
1004101590014,162
1004101590014,163
1004101590014,164
1004101590014,165
1004101590014,166
1004101590014,167
1004101590014,168
1004101590014,169
1004101590014,170
1004101590014,171
1004101590014,173
1004101590014,194
1004101590014,206
1004101590014,174
1004101590014,175
1004101590014,207
1004101590014,176
1004101590022,161
1004101590022,162
1004101590022,163
1004101590022,164
1004101590022,165
1004101590022,166
1004101590022,167
1004101590022,168
1004101590022,169
1004101590022,170
1004101590022,171
1004101590022,173
1004101590022,194
1004101590022,206
1004101590022,174
1004101590022,175
1004101590022,207
1004101590022,176
1004101590049,161
1004101590049,178
1004101590049,162
1004101590049,163
1004101590049,164
1004101590049,165
1004101590049,166
1004101590049,167
1004101590049,208
1004101590049,169
1004101590049,170
1004101590049,171
1004101590049,172
1004101590049,194
1004101590049,206
1004101590049,174
1004101590049,175
1004101590049,176
1004101590091,161
1004101590091,178
1004101590091,162
1004101590091,163
1004101590091,164
1004101590091,209
1004101590091,165
1004101590091,166
1004101590091,167
1004101590091,208
1004101590091,169
1004101590091,170
1004101590091,171
1004101590091,194
1004101590091,206
1004101590091,174
1004101590091,175
1004101590091,176
1004101600011,210
1004101600044,210
1004101600052,210
1004101600060,210
1004101600087,210
1004101640011,90
1004101640021,90
1004101650017,211
1004101650017,212
1004101650017,213
1004101650017,214
1004101650017,215
1004101650017,216
1004101650017,217
1004101650017,218
1004101650017,219
1004101660039,220
1004101660063,220
1004101670018,221
1004101670026,221
1004101670034,221
1004101740016,222
1004101750011,223
1004101760025,37
1004101760025,224
1004101770047,225
1004101780018,226
1004101790031,227
1004101800019,228
1004101800035,228
1004101800043,228
1004101800078,228
1004101800116,228
1004101820036,50
1004101830041,57
1004101830090,57
1004101850059,229
1004101850067,229
1004101860011,136
1004101860011,230
1004101870033,231
1004101870051,231
1004101870092,231
1004101870122,231
1004101880055,232
1004101880071,232
1004101880081,232
1004101890018,233
1004101890042,233
1004101900021,234
1004101910061,235
1004101910061,236
1004101920049,237
1004101930028,238
1004101930060,238
1004101940031,239
1004101950029,240
1004101960024,241
1004101960075,241
1004101970021,242
1004101980025,243
1004101990039,244
1004102000024,245
1004102010038,246
1004102030047,247
1004102030063,247
1004102030071,247
1004102040034,248
1004102060019,48
1004102060027,48
1004102070022,249
1004102070049,249
1004102080011,250
1004102090015,251
1004102090041,251
1004102100045,252
1004102100053,252
1004102100061,252
1004102120038,253
1004102120070,253
1004102120119,253
1004102130033,235
1004102130068,235
1004102140020,254
1004102140020,229
1004102140063,254
1004102140063,229
1004102150018,255
1004102160013,256
1004102170019,257
1004102180022,258
1004102180022,14
1004102190036,259
1004102200023,260
1004102200058,260
1004102210061,261
1004102220016,262
1004102230011,263
1004102230021,263
1004102240017,264
1004102240025,264
1004102250012,265
1004102260018,234
1004102270048,136
1004102270048,266
1004102270102,136
1004102270102,266
1004102280019,267
1004102300011,233
1004102300044,233
1004199230011,268
1004199230011,269
1004199230011,163
1004199230011,270
1004199230011,271
1004199230011,166
1004199230011,175
1004199230011,167
1004199230011,168
1004199230011,272
1004199230046,268
1004199230046,269
1004199230046,163
1004199230046,270
1004199230046,271
1004199230046,166
1004199230046,175
1004199230046,167
1004199230046,168
1004199230046,272
1004199260018,273
1004199260026,273
1004199260093,273
1004199260107,273
1004199310031,147
1004199310066,147
1004199310074,147
1004199310074,198
1004199310074,148
1004199320061,210
1004199350068,161
1004199350068,162
1004199350068,163
1004199350068,164
1004199350068,165
1004199350068,166
1004199350068,167
1004199350068,168
1004199350068,169
1004199350068,170
1004199350068,171
1004199350068,173
1004199350068,194
1004199350068,174
1004199350068,175
1004199350068,176
1004199350076,161
1004199350076,162
1004199350076,163
1004199350076,164
1004199350076,165
1004199350076,166
1004199350076,167
1004199350076,168
1004199350076,169
1004199350076,170
1004199350076,171
1004199350076,173
1004199350076,194
1004199350076,174
1004199350076,175
1004199350076,176
1004199350106,161
1004199350106,162
1004199350106,163
1004199350106,164
1004199350106,165
1004199350106,166
1004199350106,167
1004199350106,168
1004199350106,169
1004199350106,170
1004199350106,171
1004199350106,173
1004199350106,194
1004199350106,174
1004199350106,175
1004199350106,176
1004199350191,177
1004199350191,178
1004199350191,179
1004199350191,181
1004199350191,182
1004199350191,164
1004199350191,168
1004199350191,170
1004199350191,185
1004199350191,194
1004199350191,175
1004199350191,186
1004199350191,176
1004199350191,187
1004199350191,189
1004199350191,190
1004199350203,177
1004199350203,178
1004199350203,179
1004199350203,181
1004199350203,182
1004199350203,164
1004199350203,168
1004199350203,170
1004199350203,185
1004199350203,194
1004199350203,175
1004199350203,186
1004199350203,176
1004199350203,187
1004199350203,189
1004199350203,190
1004199350221,161
1004199350221,178
1004199350221,162
1004199350221,164
1004199350221,165
1004199350221,166
1004199350221,167
1004199350221,168
1004199350221,169
1004199350221,170
1004199350221,171
1004199350221,194
1004199350221,174
1004199350221,175
1004199350221,176
1004199360039,55
1004199360055,55
1004199370018,196
1004199370034,196
1004199370042,196
1004199380099,274
1004199380110,274
1004199380129,274
1004199380137,274
1004199400103,204
1004199400154,204
1004199401411,204
1004199420015,156
1004199420023,156
1004199420031,156
1004199420041,156
1004300040022,80
1004300040030,80
1004300260065,275
1004300260103,275
1004300300067,87
1004300300121,87
1004300310021,276
1004300310054,276
1004300310070,276
1004300310089,276
1004300340034,249
1004300340077,249
1004300360051,277
1004300360061,277
1004300360078,277
1004300360086,277
1004300370014,278
1004300380028,70
1004300390015,278
1004300390023,278
1004300410067,279
1004301240025,280
1004305170021,281
1004305170031,281
1004305170056,281
1004305170064,281
1004305170153,281
1004305180035,282
1004305180061,282
1004305180078,282
1004305180086,282
1004305180094,282
1004305180132,282
1004305180159,282
1004305180167,282
1004305180175,282
1004305180191,282
1004305500013,283
1004305500013,242
1004305500013,284
1004305500021,283
1004305500021,242
1004305500021,284
1004305980041,285
1004305980041,44
1004305980058,285
1004305980058,44
1004306340060,275
1004306340257,275
1004306340265,275
1004306340273,275
1004306340281,275
1004306340291,275
1004306360029,82
1004306360037,82
1004306370024,61
1004306370040,61
1004306370113,61
1004306370156,61
1004306370164,61
1004306370172,61
1004306450036,286
1004306500025,287
1004306520018,49
1004306520018,44
1004306520026,49
1004306520026,44
1004306520034,49
1004306520034,44
1004306520042,49
1004306520042,44
1004306520050,49
1004306520050,44
1004306520069,49
1004306520069,44
1004306520077,49
1004306520077,44
1004306520085,49
1004306520085,44
1004306710011,288
1004306710046,288
1004306710054,288
1004306850018,289
1004306850034,289
1004306860064,290
1004306860110,290
1004306860153,290
1004306870116,291
1004306900041,292
1004306900041,78
1004306900041,142
1004306900041,74
1004306900163,292
1004306900163,78
1004306900163,142
1004306900163,74
1004306900211,292
1004306900211,78
1004306900211,142
1004306900211,74
1004306960050,293
1004306960050,294
1004306960050,295
1004306960107,296
1004306960107,293
1004306960107,294
1004307060061,233
1004307060101,297
1004307100012,233
1004307100020,233
1004307100039,297
1004307220018,298
1004307270023,299
1004307270031,299
1004307270031,137
1004307270058,299
1004307270058,137
1004307280010,300
1004307280029,300
1004307280037,300
1004307300021,301
1004307330018,302
1004307420017,303
1004307440077,304
1004307440093,304
1004307440141,304
1004307550026,291
1004307570094,305
1004307570124,305
1004307570191,305
1004307600015,306
1004307600031,306
1004307600058,306
1004307620067,307
1004307620075,307
1004307710015,172
1004307710023,172
1004307720010,172
1004307720029,172
1004307720037,172
1004307760020,88
1004307850011,308
1004307850021,308
1004307860017,309
1004307930066,254
1004307930066,229
1004307930090,254
1004307930090,229
1004307970017,128
1004307970017,310
1004307980012,128
1004307980012,310
1004308000046,223
1004308020012,300
1004308020055,137
1004308100024,37
1004308100024,224
1004308100059,37
1004308100059,224
