Registro,Nome,Apresentacao,TipoDeProduto,RegimeDePreco,RestricaoHospitalar,Comercializacao2022,IdPF,IdPMC,IdFI,IdTarja
1039001280059,BELPELE,3 MG/G GEL CT BG AL X 10 G,Similar,Regulado,Não,Não,5957,4717,D10A,1
1832600330014,ADAPEL,1 MG/G GEL CT BG PLAS OPC X 20 G ,Similar,Regulado,Não,Não,7848,6450,D10A,1
1058304210029,ADAPALENO,1 MG/G GEL CT BG AL X 30 G ,Genérico,Regulado,Não,Sim,8313,6912,D10A,1
1291602050032,SOOLANTRA,10 MG/G CREM DERM CT BG AL PLAS OPC X 30 G,Novo,Regulado,Não,Sim,12561,10262,D10A,1
1832600390025,ADAPALENO,1 MG/G GEL CT BG PLAS OPC X 30 G,Genérico,Regulado,Não,Sim,15673,12715,D10A,1
1019102670028,VITACID,"0,25MG/G GEL CT BG AL X 25 G",Similar,Regulado,Não,Sim,88,88,D10A,1
1101302660021,DERIVA C MICRO,"(1,00 + 10,00) MG/G GEL DERM LIB PROL CT BG PLAS LAM X 30 G",Novo,Regulado,Não,Não,2503,2023,D10A,1
1019102670036,VITACID,"0,5MG/G CREME DERM CT BG AL X 25 G ",Similar,Regulado,Não,Sim,3143,2600,D10A,1
1019102670060,VITACID,"1,00MG/G CREME DERM CT BG AL X 25 G",Similar,Regulado,Não,Sim,3290,2713,D10A,1
1019103030014,VITACID ACNE,"0,25 MG/G + 12 MG/G GEL CT BG AL X 25 G",Novo,Regulado,Não,Sim,3297,2720,D10A,1
1023507490023,ADAPALENO,1 MG/G GEL CT BG AL X 30 G,Genérico,Regulado,Não,Não,3648,3064,D10A,1
1067500120052,STIEMYCIN,20 MG/G GEL CT BG AL X 60 G ,Similar,Regulado,Não,Não,7601,6201,D10A,1
1101302490035,ADACNE CLIN,1 MG/G + 10 MG/G GEL DERM CT BG AL REV PLAS X 45 G,Novo,Regulado,Não,Não,8747,7347,D10A,1
1101302300023,ADACNE,"1,0 MG/G GEL CT BG PLAS LAM X 30 G ",Similar,Regulado,Não,Não,9442,7860,D10A,1
1291600250018,DIFFERIN,1 MG/G GEL CT BL PLAST LAM X 30 G,Novo,Regulado,Não,Não,12546,10247,D10A,1
1291600250026,DIFFERIN,"1,0 MG/G CREM DERM CT BG AL X 30 G",Novo,Regulado,Não,Não,12546,10247,D10A,1
1291600250050,DIFFERIN,3 MG/G GEL DERM CT BG PLAS LAM X 45 G ,Novo,Regulado,Não,Não,12547,10248,D10A,1
1291600250077,DIFFERIN,3 MG/G GEL DERM CT BG PLAS LAM X 30 G,Novo,Regulado,Não,Sim,12548,10249,D10A,1
1291600680055,EPIDUO,1MG/G + 25MG/G GEL TOP CT BG AL/PLAS OPC X 30G,Novo,Regulado,Não,Sim,12558,10259,D10A,1
1291600680063,EPIDUO,1MG/G + 25MG/G GEL TOP CT BG AL/PLAS OPC X 60G ,Novo,Regulado,Não,Não,12559,10260,D10A,1
1057307100021,DALAP,"1,0 MG/G GEL DERM CTBG POLIET OPC X 30 G",Similar,Regulado,Não,Não,8159,6759,D10A,2
1010703390018,CLINDOXYL,10 MG/G + 50MG/G GEL CT BG PLAS OPC X 45G,Novo,Regulado,Não,Sim,2613,2132,D10A,1
1010703390034,CLINDOXYL,10 MG/G + 50MG/G GEL CT BG PLAS OPC X 30G,Novo,Regulado,Não,Não,2614,2133,D10A,1
1097402390049,ACNASE,"(50,00+20,00) MG/G CREM DERM CT BG AL X 25 G",Similar,Liberado,Não,Sim,9346,7766,D10A,2
1856900120020,AZELAN,200 MG/G CREM DERM CT BG AL X 30 G,Novo,Liberado,Não,Sim,16006,13032,D10A,2
1856900120047,AZELAN,150 MG/G GEL CT BG AL X 15 G,Novo,Liberado,Não,Não,16007,13033,D10A,2
1856900120055,AZELAN,150 MG/G GEL CT BG AL X 30 G,Novo,Liberado,Não,Sim,16008,13034,D10A,2
1565100240031,ALPRAZOLAM,1 MG COM CT STRIP AL/AL X 30,Genérico,Regulado,Não,Sim,16,16,N5C,0
1037004950040,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 100,Genérico,Regulado,Sim,Sim,948,72,N5C,0
1134301520018,DIAZEPAM,5 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML,Genérico,Regulado,Sim,Sim,1555,72,N5C,0
1037004940045,"LORAZEPAM (PORT.344/98, LISTA B1)",2 MG COM CT BL AL PLAS TRANS X 100,Genérico,Regulado,Sim,Sim,5598,72,N5C,0
1037004950083,BROMAZEPAM,6 MG COM CT BL AL PLAS TRANS X 100,Genérico,Regulado,Sim,Sim,5601,72,N5C,0
1037005110054,DIAZEPAM,5 MG/ML SOL INJ CT 72 AMP VD AMB X 2 ML,Genérico,Regulado,Sim,Sim,5621,72,N5C,0
1004300410067,ALPRAZOLAM,"1,0 MG COM CT BL AL PLAS OPC X 30",Genérico,Regulado,Não,Sim,675,422,N5C,0
1558401310018,DIENZEPAX,5MG COM CT BL AL PLAS INC X 20,NULL,Regulado,Não,Não,913,1811,N5C,0
1558401210153,DIAZEPAM,10 MG COM CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Não,922,10460,N5C,0
1049712060020,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,938,630,N5C,0
1558402980165,BROMAZEPAM (PORTARIA 344/98 - LISTA B1),6 MG COM CT BL AL PLAS INC X 30,Genérico,Regulado,Não,Sim,1300,969,N5C,0
1267503430020,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 20,Genérico,Regulado,Não,Não,1385,1050,N5C,0
1565100240021,ALPRAZOLAM,"0,5 MG COM CT STRIP AL/AL X 30",Genérico,Regulado,Não,Não,1510,1171,N5C,0
1832600590113,ALPRAZOLAM,"0,25 MG COM CT BL AL PLAS OPC X 30",Genérico,Regulado,Não,Sim,2054,1659,N5C,0
1010000910039,VALIUM,5 MG COM CT BL AL PLAS TRANS X 20,Novo,Regulado,Não,Não,2368,1914,N5C,0
1010000910217,VALIUM,10 MG COM CT BL AL PLAS TRANS X 20,Novo,Regulado,Não,Não,2370,1916,N5C,0
1558401210013,DIAZEPAM,5 MG COM CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Não,2395,1932,N5C,0
1037005450025,ALPRAZOLAM,"1,0 MG COM CT BL AL PLAS INC X 30",Genérico,Regulado,Não,Sim,2656,2172,N5C,0
1558403750139,ALPRAZOLAM,"1,0 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,2656,2172,N5C,0
1267503430047,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 40,Genérico,Regulado,Não,Não,3175,2627,N5C,0
1023504980127,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 20,Genérico,Regulado,Não,Sim,3509,2921,N5C,0
1356905950062,DIAZEPAM NQ,10MG COM CT BL AL PLAS INC X 30 ,Similar,Regulado,Não,Sim,3580,2994,N5C,0
1558402980025,BROMAZEPAM (PORTARIA 344/98 - LISTA B1),3 MG COM CT BL AL PLAS INC X 30,Genérico,Regulado,Não,Sim,3641,3057,N5C,0
1832600590091,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS OPC X 30",Genérico,Regulado,Não,Sim,4113,3527,N5C,0
1037005450149,ALPRAZOLAM,"2,0 MG COM CT BL AL PLAS INC X 30",Genérico,Regulado,Não,Sim,4114,3528,N5C,0
1677302750071,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 20,Genérico,Regulado,Não,Não,5174,10407,N5C,0
1558403750023,ALPRAZOLAM,"0,25 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,5402,4282,N5C,0
1037004940029,"LORAZEPAM (PORT.344/98, LISTA B1)",2 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,5597,4442,N5C,0
1037004950024,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,5599,4443,N5C,0
1037004950067,BROMAZEPAM,6 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,5600,4444,N5C,0
1037005450092,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS INC X 30",Genérico,Regulado,Não,Sim,5642,4476,N5C,0
1058303600087,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 30,Genérico,Regulado,Não,Sim,5806,4608,N5C,0
1832600590131,ALPRAZOLAM,1 MG COM CT BL AL PLAS OPC X 30,Genérico,Regulado,Não,Sim,5883,4686,N5C,0
1267503430055,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 60,Genérico,Regulado,Não,Não,6129,4873,N5C,0
1043000400024,FLUXTAR,3 MG CAP GEL C/ MCGRAN AP CT  BL AL PVC ACLAR PL X 30,Similar,Regulado,Não,Sim,6237,4961,N5C,0
1043000400040,FLUXTAR,6 MG CAP GEL C/ MCGRAN AP CT  BL AL PVC ACLAR PL X 30,Similar,Regulado,Não,Sim,6238,4962,N5C,0
1832600420021,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,6591,5262,N5C,0
1049712060055,BROMAZEPAM,6 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,6741,5372,N5C,0
1562600210054,TRANQUINAL,"0,25 MG COM CT BL AL PLAS X 30",Similar,Regulado,Não,Sim,6822,5442,N5C,0
1057305510036,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Sim,6932,5523,N5C,0
1121304240030,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,6932,5523,N5C,0
1558403750104,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,6932,5523,N5C,0
1562600210062,TRANQUINAL,"0,5 MG COM CT BL AL PLAS X 30",Similar,Regulado,Não,Sim,7118,5712,N5C,0
1562600190010,TRANQUINAL SLG,0.5 MG COM SUBL BL AL PLAS TRANS X 15 ,Novo,Regulado,Não,Sim,7209,5802,N5C,0
1558401310069,DIENZEPAX,10MG COM CT BL AL PLAS INC X 20,NULL,Regulado,Não,Não,7214,5808,N5C,0
1058303600011,LORAZEPAM,2 MG COM CT BL AL PLAS INC X 20,Genérico,Regulado,Não,Não,7238,5833,N5C,0
1057301520045,SOMALIUM,"2,5 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML",Similar,Regulado,Não,Sim,7579,6179,N5C,0
1057305510109,ALPRAZOLAM,"1,0 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Sim,7927,6531,N5C,0
1121304240103,ALPRAZOLAM,"1,0 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,7927,6531,N5C,0
1057305510176,ALPRAZOLAM,"2,0 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Sim,7928,6532,N5C,0
1121304240170,ALPRAZOLAM,"2,0 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,7928,6532,N5C,0
1562600190029,TRANQUINAL SLG,0.5 MG COM SUBL BL AL PLAS TRANS X 30,Novo,Regulado,Não,Sim,8076,6678,N5C,0
1558403750163,ALPRAZOLAM,"2,0 MG COM CT BL AL PLAS TRANS X 30",Genérico,Regulado,Não,Não,8210,6807,N5C,0
1832600420056,BROMAZEPAM,6 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,8323,6922,N5C,0
1558401210021,DIAZEPAM,5 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,8913,11705,N5C,0
1558402980017,BROMAZEPAM (PORTARIA 344/98 - LISTA B1),3 MG COM CT BL AL PLAS INC X 20 ,Genérico,Regulado,Não,Não,9036,7507,N5C,0
1267503430039,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 30,Genérico,Regulado,Não,Não,9141,7583,N5C,0
1562600210089,TRANQUINAL,2 MG COM CT BL AL PLAS X 30,Similar,Regulado,Não,Sim,9588,7934,N5C,0
1558401210161,DIAZEPAM,10 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,9855,8181,N5C,0
1410706140026,BROMAZEPAM,3 MG CAP GEL C/ MCGRAN AP CT  BL AL PVC ACLAR PL X 30,Similar,Regulado,Não,Sim,12346,10053,N5C,0
1267503430012,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 10 ,Genérico,Regulado,Não,Não,12352,10059,N5C,0
1356905950021,DIAZEPAM NQ,10 MG COM CT BL AL PLAS INC X 20 ,Similar,Regulado,Não,Não,12871,10565,N5C,0
1356905950054,DIAZEPAM NQ,5MG COM CT BL AL PLAS INC X 30 ,Similar,Regulado,Não,Sim,12872,10566,N5C,0
1410706140042,BROMAZEPAM,6 MG CAP GEL C/ MCGRAN AP CT  BL AL PVC ACLAR PL X 30,Similar,Regulado,Não,Sim,12884,10578,N5C,0
1410700860027,DIAZEPAM,10 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 30,Genérico,Regulado,Não,Sim,13253,10822,N5C,0
1832600590148,ALPRAZOLAM,2 MG COM CT BL AL PLAS OPC X 30 ,Genérico,Regulado,Não,Sim,14343,11611,N5C,0
1558402980157,BROMAZEPAM (PORTARIA 344/98 - LISTA B1),6 MG COM CT BL AL PLAS INC X 20 ,Genérico,Regulado,Não,Não,14619,11774,N5C,0
1562600210070,TRANQUINAL,1 MG COM CT BL AL PLAS X 30,Similar,Regulado,Não,Sim,14790,11926,N5C,0
1003300420013,ANSITEC,5 MG COM CT BL  AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,128,126,N5C,1
1003300420021,ANSITEC,10 MG COM CT BL  AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,129,127,N5C,1
1003300420031,ANSITEC,5 MG COM CT BL  AL PLAS TRANS X 60,Similar,Regulado,Não,Sim,130,128,N5C,1
1003300420048,ANSITEC,5 MG COM CT BL  AL PLAS TRANS X 90,Similar,Regulado,Não,Sim,131,129,N5C,1
1003300420056,ANSITEC,10 MG COM CT BL  AL PLAS TRANS X 60,Similar,Regulado,Não,Sim,132,130,N5C,1
1003300420064,ANSITEC,10 MG COM CT BL  AL PLAS TRANS X 90,Similar,Regulado,Não,Sim,133,131,N5C,1
1003300420072,ANSITEC,5 MG COM CT BL  AL PLAS TRANS X 8,Similar,Regulado,Não,Não,134,132,N5C,1
1058308540074,ALPRAZOLAM,1 MG COM CT BL AL PLAS TRANS X 20 ,Genérico,Regulado,Não,Não,892,602,N5C,1
1058308540058,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS  X 30",Genérico,Regulado,Não,Sim,2223,1769,N5C,1
1267502520085,ALPRAZOLAM,1 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,2656,2172,N5C,1
1058308540112,ALPRAZOLAM,2 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,3608,3024,N5C,1
1058308540041,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS  X 20 ",Genérico,Regulado,Não,Não,5294,6897,N5C,1
1677304960057,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS  X 30",Genérico,Regulado,Não,Sim,5542,4401,N5C,1
1058308540023,ALPRAZOLAM,"0,25 MG COM CT BL AL PLAS TRANS X 30 ",Genérico,Regulado,Não,Sim,5702,4520,N5C,1
1053501700011,CLORIDRATO DE HIDROXIZINE,10MG/5ML SOL OR CT FR PLAS AMB X 100 ML  ,Genérico,Regulado,Não,Não,7201,5793,N5C,1
1058308540015,ALPRAZOLAM,"0,25 MG COM CT BL AL PLAS TRANS X 20 ",Genérico,Regulado,Não,Não,7672,6271,N5C,1
1267502520115,ALPRAZOLAM,2 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,7928,6532,N5C,1
1058308540082,ALPRAZOLAM,1 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,8413,7012,N5C,1
1058308540104,ALPRAZOLAM,2 MG COM CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Não,8414,7013,N5C,1
1267502520018,ALPRAZOLAM,"0,25 MG COM CT BL AL PLAS TRANS X 20 ",Genérico,Regulado,Não,Não,9837,8164,N5C,1
1267502520050,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS  X 30",Genérico,Regulado,Não,Sim,12291,9993,N5C,1
1677304960081,ALPRAZOLAM,1 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,14407,11635,N5C,1
1677304960111,ALPRAZOLAM,2 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,15082,12171,N5C,1
1021601310169,FRONTAL,"0,5 MG COM SUB-LING CT BL AL PLAS INC X 30",NULL,Regulado,Não,Não,175,173,N5C,1
1021601310150,FRONTAL,"0,5 MG COM SUB-LING CT BL AL PLAS INC X 15 ",NULL,Regulado,Não,Não,3307,2723,N5C,1
1468200030061,HIDROXINE,25 MG COM CT BL AL PLAS INC X 30,Similar,Regulado,Não,Não,3888,3306,N5C,1
1018600190062,SANTIAZEPAM,5 MG COM CX ENV AL POLIET X 30,Similar,Regulado,Não,Não,484,2691,N5C,2
1018600190097,SANTIAZEPAM,10 MG COM CX ENV AL POLIET X 30,Similar,Regulado,Não,Não,3265,2692,N5C,2
1677302750081,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 30,Genérico,Regulado,Não,Sim,4743,4038,N5C,2
1058303600079,LORAZEPAM,2 MG COM CT BL AL PLAS OPC X 20,Genérico,Regulado,Não,Sim,5294,6897,N5C,2
1781708670012,APRAZ,"0,25 MG COM CT STRIP AL/AL X 30 ",Similar,Regulado,Não,Sim,1660,1318,N5C,1
1781708670020,APRAZ,"0,5 MG COM CT STRIP AL/AL X 30",Similar,Regulado,Não,Sim,14370,11622,N5C,1
1781708670039,APRAZ,1 MG COM CT STRIP AL/AL X 30,Similar,Regulado,Não,Sim,15561,12615,N5C,1
1781708670047,APRAZ,2 MG COM CT STRIP AL/AL X 30,Similar,Regulado,Não,Sim,15562,12616,N5C,1
1029800080088,COMPAZ,5 MG COM CX BL AL PLAS TRANS X 200,Similar,Regulado,Sim,Sim,2061,72,N5C,0
1018600190046,SANTIAZEPAM,5 MG COM CX ENV AL POLIET X 500,Similar,Regulado,Sim,Sim,3263,72,N5C,0
1018600190070,SANTIAZEPAM,10 MG COM CX ENV AL POLIET X 500,Similar,Regulado,Sim,Não,3264,72,N5C,0
1018600190100,SANTIAZEPAM,5 MG COM CX ENV AL POLIET X 1000,Similar,Regulado,Sim,Sim,3266,72,N5C,0
1018600190119,SANTIAZEPAM,10 MG COM CX ENV AL POLIET X 1000,Similar,Regulado,Sim,Sim,3267,72,N5C,0
1029800080071,COMPAZ,10 MG COM CX BL AL PLAS TRANS X 200,Similar,Regulado,Sim,Sim,3354,72,N5C,0
1029800080150,COMPAZ,5 MG/ML SOL INJ CX 36 AMP VD AMB X 2 ML,Similar,Regulado,Sim,Não,3581,72,N5C,0
1029800080142,COMPAZ,5 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML,Similar,Regulado,Sim,Sim,4524,72,N5C,0
1049701470036,UNI-DIAZEPAX,5 MG COM CT BL AL PLAS TRANS X 200,Similar,Regulado,Sim,Sim,6643,72,N5C,0
1049701470044,UNI-DIAZEPAX,10 MG COM CT BL AL PLAS TRANS  X 200,Similar,Regulado,Sim,Sim,6644,72,N5C,0
1049701470052,UNI-DIAZEPAX,5 MG/ ML SOL INJ CX  50 AMP VD AMB  X 2 ML,Similar,Regulado,Sim,Sim,6645,72,N5C,0
1023506630093,ALPRAZOLAM,"0,5 MG COM CT BL AL PLAS TRANS  X 30",Genérico,Regulado,Não,Sim,470,3022,N5C,0
1057306080019,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Sim,481,2924,N5C,0
1049713900022,DIAZEPAM,5 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Não,911,615,N5C,0
1071500300083,RELAPAX,5 MG COM CT ENV KRAFT PE X 30,Similar,Regulado,Não,Não,1294,964,N5C,0
1057306080027,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 30  ,Genérico,Regulado,Não,Sim,1566,1226,N5C,0
1832603240024,FRISIUM,20 MG COM CT BL AL PLAS PVC TRANS X 20  ,Novo,Regulado,Não,Sim,1649,1308,N5C,0
1010000910042,VALIUM,5 MG COM CT BL AL PLAS TRANS X 30,Novo,Regulado,Não,Sim,1677,1333,N5C,0
1057101660013,VALIUM,5 MG COM CT BL AL PLAS TRANS X 30,Novo,Regulado,Não,Sim,1677,1333,N5C,0
1057306080035,BROMAZEPAM,6 MG COM CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Sim,1709,1364,N5C,0
1152400080014,LEXOTAN,"3,0 MG COM CT BL AL PLAS TRANS X 30",Novo,Regulado,Não,Sim,1894,1504,N5C,0
1023506630158,ALPRAZOLAM,1 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,2223,1769,N5C,0
1677302190084,DIAZEPAM,5 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,2328,1875,N5C,0
1010000910050,VALIUM,10 MG COM CT BL AL PLAS TRANS X 30,Novo,Regulado,Não,Sim,2369,1915,N5C,0
1057101660021,VALIUM,10 MG COM CT BL AL PLAS TRANS X 30,Novo,Regulado,Não,Sim,2369,1915,N5C,0
1057301520053,SOMALIUM,3 MG COM CT BL AL PLAS TRANS X 30,Similar,Regulado,Não,Sim,2369,1915,N5C,0
1211000350110,LORAX,1 MG COM CT BL AL PLAS PVC/PCTFE OPC  X 30,Novo,Regulado,Não,Não,3322,2734,N5C,0
1021602720026,FRONTAL,"0,25 MG COM CT BL AL PLAS TRANS X 30",Novo,Regulado,Não,Sim,3382,2794,N5C,0
1021602720042,FRONTAL,"0,5 MG COM CT BL AL PLAS TRANS X 30",Novo,Regulado,Não,Sim,3383,2795,N5C,0
1021602720085,FRONTAL,"0,5 MG COM  LIB PROL CT BL AL/AL X 30",Novo,Regulado,Não,Sim,3383,2795,N5C,0
1021602720069,FRONTAL,1 MG COM CT BL AL PLAS TRANS X 30  ,Novo,Regulado,Não,Sim,3384,2796,N5C,0
1021602720093,FRONTAL,1 MG COM  LIB PROL CT BL AL/AL X 30,Novo,Regulado,Não,Sim,3384,2796,N5C,0
1021602720077,FRONTAL,2 MG COM CT FR VD AMB X 30 + 1 PORTA COMPRIMIDO,Novo,Regulado,Não,Sim,3385,2797,N5C,0
1021602720107,FRONTAL,2 MG COM  LIB PROL CT BL AL/AL X 30,Novo,Regulado,Não,Sim,3385,2797,N5C,0
1832603240016,FRISIUM,10 MG COM CT BL AL PLAS PVC TRANS X 20  ,Novo,Regulado,Não,Sim,3456,2868,N5C,0
1023504690031,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,3486,2898,N5C,0
1023504690048,BROMAZEPAM,6 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,3487,2899,N5C,0
1677302190033,DIAZEPAM,10 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,3509,2921,N5C,0
1023506630034,ALPRAZOLAM,"0,25 MG COM CT BL AL PLAS TRANS X 30 ",Genérico,Regulado,Não,Sim,3606,3021,N5C,0
1023506630131,ALPRAZOLAM,1 MG COM CT BL AL PLAS TRANS X 20 ,Genérico,Regulado,Não,Não,3607,3023,N5C,0
1023506630204,ALPRAZOLAM,2 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,3608,3024,N5C,0
1071500300059,RELAPAX,10 MG COM CT ENV KRAFT PE X 500,Similar,Regulado,Não,Não,4018,3433,N5C,0
1071500300091,RELAPAX,10 MG COM CT ENV KRAFT PE X 30,Similar,Regulado,Não,Não,4474,3886,N5C,0
1832603060026,URBANIL,20 MG COM CT FR VD TRANS X 20,Novo,Regulado,Não,Não,5035,4173,N5C,0
1558403260018,LEZEPAN,3 MG COM CT BL AL PLAS TRANS X 20,NULL,Regulado,Não,Não,5343,7027,N5C,0
1071500300022,RELAPAX,5 MG COM CT ENV KRAFT PE X 20,Similar,Regulado,Não,Sim,5403,4283,N5C,0
1049713900057,DIAZEPAM,10 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,6806,5430,N5C,0
1057301520010,SOMALIUM,3 MG COM CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Não,7577,6177,N5C,0
1057301520029,SOMALIUM,6 MG COM CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Não,7578,6178,N5C,0
1057301520061,SOMALIUM,6 MG COM CT BL AL PLAS TRANS X 30,Similar,Regulado,Não,Sim,7580,6180,N5C,0
1211000350129,LORAX,2 MG COM CT BL AL PLAS PVC/PCTFE OPC X 30,Novo,Regulado,Não,Não,7853,6455,N5C,0
1058308380034,BROMAZEPAM,3 MG COM CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,7990,6589,N5C,0
