IdSub,NomeSub
117,CLORIDRATO DE CIPROEPTADINA
117,CLORIDRATO DE TIAMINA
117,RIBOFLAVINA
117,CLORIDRATO DE PIRIDOXINA
117,ÁCIDO ASCÓRBICO
117,NIACINAMIDA
118,PARACETAMOL
119,CETOCONAZOL
120,ÁCIDO ACETILSALICÍLICO
121,CLORIDRATO DE AMBROXOL
122,MALEATO DE CLORFENIRAMINA
122,PARACETAMOL
122,CLORIDRATO DE FENILEFRINA
123,CLORIDRATO DE FENILEFRINA
124,CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO
125,SECNIDAZOL
126,CAPTOPRIL
127,CLAVULANATO DE POTÁSSIO
127,AMOXICILINA TRI-HIDRATADA
128,BENZBROMARONA
129,HEDERA HELIX (HERA)
130,HEDERA HELIX L.
131,COLECALCIFEROL
132,GINKGO BILOBA L.
133,GLICOSE
133,CLORETO DE SÓDIO
134,CLORETO DE CÁLCIO
134,GELATINA
134,CLORETO DE POTÁSSIO
134,CLORETO DE SÓDIO
135,FRUTOSE
136,GLICEROL
136,ÓLEO DE SOJA
136,LECITINA DE OVO
137,MANITOL
137,SORBITOL
138,HIDROXIETILAMIDO
139,ÁGUA PARA INJETÁVEIS
140,ÁGUA PARA INJEÇÃO
141,CLORETO DE CÁLCIO DIIDRATADO
141,LACTATO DE SÓDIO
141,CLORETO DE POTÁSSIO
141,CLORETO DE SÓDIO
142,GLICOSE
143,ÓLEO DE PEIXE
143,TRIGLICERÍDEOS CADEIA MÉDIA
143,ÓLEO DE OLIVA
143,ÓLEO DE SOJA
144,CLORETO DE CÁLCIO DIIDRATADO
144,CLORETO DE POTÁSSIO
144,CLORETO DE SÓDIO
145,CLORETO DE CÁLCIO 2H2O
146,MANITOL
147,METRONIDAZOL
148,BICARBONATO DE SÓDIO
149,FENILALANINA
149,PROLINA
149,TRIPTOFANO
149,LEVOVALINA
149,SERINA
149,HISTIDINA
149,TREONINA
149,TIROSINA
149,LEUCINA
149,GLICINA
149,ISOLEUCINA
149,ACETILCISTEÍNA
149,LEVOMETIONINA
149,ALANINA
149,ACETATO DE LISINA
149,ARGININA
150,L-ALANINA
150,L-METIONINA
150,L-FENILALANINA
150,N-ACETIL CISTEÍNA
150,L-ISOLEUCINA
150,L-TREONINA
150,LEVOVALINA
150,L-TIROSINA
150,GLICINA
150,L-ARGININA
150,L-TRIPTOFANO
150,ACETATO DE LISINA
150,L-SERINA
150,L-HISTIDINA
150,GLICILTIROSINA
150,L-PROLINA
150,L-LEUCINA
151,FENILALANINA
151,PROLINA
151,TRIPTOFANO
151,LEVOVALINA
151,SERINA
151,HISTIDINA
151,TREONINA
151,LEUCINA
151,GLICINA
151,ISOLEUCINA
151,ACETILCISTEÍNA
151,LEVOMETIONINA
151,ALANINA
151,ARGININA
151,LISINA
152,L-ALANINA
152,L-METIONINA
152,L-FENILALANINA
152,L-ISOLEUCINA
152,L-TREONINA
152,LEVOVALINA
152,L-LISINA
152,GLICINA
152,L-ARGININA
152,L-TRIPTOFANO
152,ACETILCISTEÍNA
152,L-SERINA
152,L-HISTIDINA
152,L-PROLINA
152,L-LEUCINA
153,GLICONATO DE CÁLCIO
154,TAURINA
155,FENILALANINA
155,TRIPTOFANO
155,CLORETO DE CÁLCIO DI-HIDRATADO
155,HISTIDINA
155,TREONINA
155,TIROSINA
155,GLICEROFOSFATO DE SÓDIO
155,ISOLEUCINA
155,SULFATO DE ZINCO HEPTAIDRATADO
155,LEVOMETIONINA
155,ÓLEO DE OLIVA
155,ÓLEO DE SOJA
155,TRIGLICERÍDEOS DE CADEIA MÉDIA
155,ACETATO DE SÓDIO TRI-HIDRATADO 
155,PROLINA
155,SULFATO DE MAGNÉSIO HEPTA-HIDRATADO
155,LEVOVALINA
155,ÓLEO DE PEIXE
155,SERINA
155,LEUCINA
155,GLICINA
155,TAURINA
155,ALANINA
155,ACETATO DE LISINA
155,CLORETO DE POTÁSSIO
155,GLICOSE MONOHIDRATADA
155,ARGININA
156,FENILALANINA
156,TRIPTOFANO
156,HISTIDINA
156,TREONINA
156,TIROSINA
156,GLICEROFOSFATO DE SÓDIO
156,ISOLEUCINA
156,SULFATO DE ZINCO HEPTAIDRATADO
156,LEVOMETIONINA
156,ÓLEO DE OLIVA
156,ÓLEO DE SOJA
156,TRIGLICERÍDEOS DE CADEIA MÉDIA
156,PROLINA
156,CLORETO DE CÁLCIO DIIDRATADO
156,LEVOVALINA
156,ÓLEO DE PEIXE
156,SERINA
156,ACETATO DE SÓDIO TRIHIDRATADO
156,LEUCINA
156,SULFATO DE MAGNÉSIO HEPTAIDRATADO
156,GLICINA
156,TAURINA
156,ALANINA
156,ACETATO DE LISINA
156,CLORETO DE POTÁSSIO
156,GLICOSE MONOHIDRATADA
156,ARGININA
157,TRIPTOFANO
157,HISTIDINA
157,TREONINA
157,TIROSINA
157,GLICEROFOSFATO DE SÓDIO
157,ISOLEUCINA
157,SULFATO DE ZINCO HEPTAIDRATADO
157,LEVOMETIONINA
157,ÓLEO DE OLIVA
157,ÓLEO DE SOJA
157,TRIGLICERÍDEOS DE CADEIA MÉDIA
157,PROLINA
157,CLORETO DE CÁLCIO DIIDRATADO
157,LEVOVALINA
157,ÓLEO DE PEIXE
157,SERINA
157,ACETATO DE SÓDIO TRIHIDRATADO
157,LEUCINA
157,SULFATO DE MAGNÉSIO HEPTAIDRATADO
157,GLICINA
157,TAURINA
157,ALANINA
157,ACETATO DE LISINA
157,CLORETO DE POTÁSSIO
157,GLICOSE MONOHIDRATADA
157,ARGININA
158,CIPROFLOXACINO
159,CLORIDRATO DE IRINOTECANO TRIIDRATADO
160,FENILALANINA
160,PROLINA
160,TRIPTOFANO
160,LEVOVALINA
160,SERINA
160,HISTIDINA
160,TREONINA
160,TIROSINA
160,LEUCINA
160,GLICINA
160,ISOLEUCINA
160,LEVOMETIONINA
160,TAURINA
160,ÁCIDO MÁLICO
160,ALANINA
160,ACETATO DE LISINA
160,CISTEÍNA
160,ARGININA
161,FENILALANINA
161,L-METIONINA
161,PROLINA
161,TRIPTOFANO
161,LEVOVALINA
161,SERINA
161,HISTIDINA
161,TREONINA
161,ACETILTIROSINA
161,LEUCINA
161,GLICINA
161,ISOLEUCINA
161,ACETILCISTEÍNA
161,TAURINA
161,ÁCIDO MÁLICO
161,ALANINA
161,ACETATO DE LISINA
161,ARGININA
162,FENILALANINA
162,L-METIONINA
162,PROLINA
162,TRIPTOFANO
162,LEVOVALINA
162,ACETIL CISTEÍNA
162,SERINA
162,HISTIDINA
162,TREONINA
162,ACETILTIROSINA
162,LEUCINA
162,GLICINA
162,ISOLEUCINA
162,TAURINA
162,ÁCIDO MÁLICO
162,ALANINA
162,ACETATO DE LISINA
162,ARGININA
163,PROPOFOL
164,CLORETO FÉRRICO
164,IODETO DE POTÁSSIO
164,CLORETO DE ZINCO
164,CLORETO CRÔMICO HEXAIDRATADO
164,DICLORETO DE MANGANÊS TETRAIDRATADO
164,SELENITO DE SÓDIO
164,CLORETO CÚPRICO
164,MOLIBDATO DE SÓDIO DIIDRATADO
164,FLUORETO DE SÓDIO
165,CITRATO DE FENTANILA
166,ADALIMUMABE
167,SULFATO DE TERBUTALINA
168,MESNA
169,TAZOBACTAM SÓDICO
169,PIPERACILINA SÓDICA
170,CLORIDRATO DE ONDANSETRONA
171,AZTREONAM
172,OXACILINA SÓDICA
173,TEICOPLANINA
174,AMPICILINA SÓDICA
175,CLAVULANATO DE POTÁSSIO
175,TICARCILINA DISSÓDICA
176,SUCCINATO SÓDICO DE HIDROCORTISONA
177,CLORIDRATO DE VANCOMICINA
178,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
179,HEMITARTARATO DE NOREPINEFRINA
180,BENZILPENICILINA POTÁSSICA
180,BENZILPENICILINA PROCAÍNA
181,ACICLOVIR SÓDICO
182,CLORIDRATO DE CEFEPIMA
183,CLORIDRATO DE DOBUTAMINA
184,DICLOFENACO SÓDICO
185,FOSFATO DE CLINDAMICINA
186,FOSFATO DISSÓDICO DE DEXAMETASONA
187,CEFAZOLINA SÓDICA
188,CLORIDRATO DE GRANISETRONA
189,CLORIDRATO DE RANITIDINA
190,SUCCINATO SÓDICO DE CLORANFENICOL
191,CEFOXITINA SÓDICA
192,BROMETO DE PANCURÔNIO
193,MEROPENÉM TRI-HIDRATADO
194,CEFTAZIDIMA PENTAIDRATADA
195,CEFOTAXIMA SÓDICA
196,SULFATO DE GENTAMICINA
197,CLORIDRATO DE MIDAZOLAM
198,BENZILPENICILINA POTÁSSICA
199,SULBACTAM SÓDICO
199,AMPICILINA SÓDICA
200,CEFALOTINA SODICA
201,BROMETO DE ROCURÔNIO
202,SULFATO DE AMICACINA
203,IMIPENÉM
203,CILASTATINA SÓDICA
204,CLORIDRATO DE LIDOCAINA
205,SUCCINATO SÓDICO DE METILPREDNISOLONA
206,FOSFATO DISSÓDICO DE BETAMETASONA
207,TIOCOLCHICOSÍDEO
208,HALOPERIDOL
209,BESILATO DE ATRACÚRIO
210,FLUMAZENIL
211,CLAVULANATO DE POTÁSSIO
211,AMOXICILINA SÓDICA
212,CLORIDRATO DE CLONIDINA
213,ALFAOXOFENILPROPIONATO DE CÁLCIO
213,RACEALFAOXOGAMAMETILPENTANOATO DE CÁLCIO
213,TRIPTOFANO
213,RACEALFA-HIDROXIGAMAMETILTIOBUTANOATO DE CÁLCIO
213,RACEALFAOXOBETAMETILPENTANOATO DE CÁLCIO
213,HISTIDINA
213,ACETATO DE LISINA
213,TREONINA
213,TIROSINA
213,RACEALFAOXOBETAMETILBUTANOATO DE CÁLCIO
214,ALANILGLUTAMINA
215,ÓLEO DE SOJA
216,ÓLEO DE SOJA
216,TRIGLICERÍDEOS DE CADEIA MÉDIA
216,LECITINA DE OVO
217,FENILALANINA
217,PROLINA
217,TRIPTOFANO
217,LEVOVALINA
217,SERINA
217,HISTIDINA
217,TREONINA
217,TIROSINA
217,LEUCINA
217,GLICINA
217,ISOLEUCINA
217,LEVOMETIONINA
217,TAURINA
217,ALANINA
217,ACETATO DE LISINA
217,ARGININA
218,L-ALANINA
218,L-METIONINA
218,L-FENILALANINA
218,L-ISOLEUCINA
218,L-TREONINA
218,LEVOVALINA
218,TIROSINA
218,GLICINA
218,L-TRIPTOFANO
218,TAURINA
218,ACETATO DE LISINA
218,L-SERINA
218,ARGININA
218,L-HISTIDINA
218,L-PROLINA
218,L-LEUCINA
219,FENILALANINA
219,L-METIONINA
219,PROLINA
219,LEVOVALINA
219,SERINA
219,HISTIDINA
219,TREONINA
219,TIROSINA
219,LEUCINA
219,GLICINA
219,ISOLEUCINA
219,TAURINA
219,ALANINA
219,ACETATO DE LISINA
219,ARGININA
220,GLICEROFOSFATO DE SÓDIO
221,-
222,ÓLEO DE PEIXE
223,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO
224,IFOSFAMIDA
225,BUDESONIDA
226,MELOXICAM
227,ALPRAZOLAM
228,HEPARINA SÓDICA BOVINA
229,CLORIDRATO DE FLUOXETINA
230,CARBONATO DE LÍTIO
231,CLORIDRATO DE HIDROXOCOBALAMINA
231,FOSFATO DISSÓDICO DE DEXAMETASONA
231,DIPIRONA
232,ACETATO DE CIPROTERONA
232,ETINILESTRADIOL
233,LEVODROPROPIZINA
234,VINORELBINA
235,LEVOFLOXACINO HEMI-HIDRATADO
236,FENOXIMETILPENICILINA POTÁSSICA
237,BENZILPENICILINA BENZATINA
238,AMPICILINA ANIDRA
239,CITRATO DE SÓDIO DI-HIDRATADO
239,CLORETO DE POTÁSSIO
239,GLICOSE
239,CLORETO DE SÓDIO
240,SIMETICONA
240,HIDRÓXIDO DE ALUMÍNIO
240,HIDRÓXIDO DE MAGNÉSIO
241,ÓXIDO DE MAGNÉSIO
241,SIMETICONA
241,HIDRÓXIDO DE ALUMÍNIO
242,CEFTRIAXONA SÓDICA
243,CETOPROFENO
244,AMOXICILINA
245,AMOXICILINA
245,AMOXICILINA TRI-HIDRATADA
246,AMOXICILINA TRIHIDRATADA
247,OMEPRAZOL SÓDICO
248,CEFADROXILA
249,CEFALEXINA MONOIDRATADA
250,CLORIDRATO DE SERTRALINA
251,TENOXICAM
252,EBASTINA
253,GANCICLOVIR SÓDICO
254,ACETILCISTEÍNA
255,ACEBROFILINA
256,NIMESULIDA
257,CETOCONAZOL
257,DIPROPIONATO DE BETAMETASONA
258,AMOXICILINA TRI-HIDRATADA
259,ACECLOFENACO
260,SULFATO DE NEOMICINA
260,CETOCONAZOL
260,DIPROPIONATO DE BETAMETASONA
261,CLORIDRATO DE AMITRIPTILINA
262,AZITROMICINA DI-HIDRATADA
263,CLORIDRATO DE NORTRIPTILINA
264,CLORIDRATO DE BENZIDAMINA
265,FOSFATO DISSÓDICO DE BETAMETASONA
265,DIPROPIONATO DE BETAMETASONA
266,SULFATO DE POLIMIXINA B
267,ENANTATO DE NORETISTERONA
267,VALERATO DE ESTRADIOL
268,DIMETICONA
269,CLORIDRATO DE VENLAFAXINA
270,BETAMETASONA
270,MALEATO DE DEXCLORFENIRAMINA
271,BETAMETASONA
272,CLORIDRATO DE CICLOBENZAPRINA
273,ATENOLOL
273,CLORTALIDONA
274,ESPIRONOLACTONA
275,CLORIDRATO DE ROPIVACAÍNA
276,GLIMEPIRIDA
277,CLONAZEPAM
278,TRIANCINOLONA ACETONIDA
278,SULFATO DE NEOMICINA
278,NISTATINA
278,GRAMICIDINA
279,SULFATO DE GENTAMICINA
279,DIPROPIONATO DE BETAMETASONA
280,CLORIDRATO DE AMILORIDA
280,CLORTALIDONA
281,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO
282,ENANTATO DE ESTRADIOL
282,ALGESTONA ACETOFENIDA
283,TINIDAZOL
283,MICONAZOL
284,DICLORIDRATO DE LEVOCETIRIZINA
285,RISPERIDONA
286,AMOXICILINA TRIHIDRATADA
286,CLAVULANATO DE POTÁSSIO
287,MESILATO DE DOXAZOSINA
288,PARACETAMOL
288,FOSFATO DE CODEÍNA
289,POLIESTIRENOSSULFONATO DE CÁLCIO
290,NIMOTUZUMABE
291,ENOXAPARINA SÓDICA
292,DIMENIDRINATO
292,CLORIDRATO DE PIRIDOXINA
293,BISSULFATO DE CLOPIDOGREL
294,DOMPERIDONA
295,CITRATO DE SILDENAFILA
296,SULFATO DE CONDROITINA
296,SULFATO DE GLICOSAMINA
297,TRIANCINOLONA ACETONIDA
298,CLORETO DE SÓDIO
298,GLICOSE MONOIDRATADA
299,GLICOSE MONOIDRATADA
300,BICALUTAMIDA
301,OLANZAPINA
302,LAMOTRIGINA
303,ESOMEPRAZOL SÓDICO
304,HIDROCLOROTIAZIDA
304,IRBESARTANA
305,CLORETO DE POTÁSSIO
305,GLICOSE
305,CLORETO DE SÓDIO
306,NITRATO DE FENTICONAZOL
307,ATORVASTATINA CÁLCICA
308,MESILATO DE DOXAZOSINA
308,FINASTERIDA
309,MALEATO DE TRIMEBUTINA
310,CLORIDRATO DE BETAISTINA
311,VALSARTANA
312,PROMESTRIENO
313,HIDROCLOROTIAZIDA
313,OLMESARTANA MEDOXOMILA
314,HESPERIDINA
314,DIOSMINA
315,DIOSMINA
315,FLAVONÓIDES EXPRESSOS EM HESPERIDINA
316,TADALAFILA
317,NITAZOXANIDA
318,ACETATO DE CASPOFUNGINA
319,HEMIFUMARATO DE QUETIAPINA
320,DIENOGESTE
321,INDAPAMIDA
322,DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO
323,DICLORIDRATO DE PRAMIPEXOL
324,CLORIDRATO DE MOXIFLOXACINO
325,FILGRASTIM
326,LINEZOLIDA
327,PROPIONATO DE FLUTICASONA
327,FUMARATO DE FORMOTEROL DI-HIDRATADO
328,CLORIDRATO DE CIPROFLOXACINO
329,ITRACONAZOL
330,HIDROXIZINA
331,CABAZITAXEL
332,CLORIDRATO DE DONEPEZILA
333,SULFATO DE GLICOSAMINA CLORETO DE SÓDIO
333,SULFATO DISSÓDICO DE CONDROITINA
334,VORICONAZOL
335,FERRIPOLIMALTOSE
336,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO
337,CAPECITABINA
338,ALENDRONATO DE SÓDIO
339,ESOMEPRAZOL MAGNÉSICO
340,DICLORIDRATO DE HIDROXIZINA
340,HIDROXIZINA
340,CLORIDRATO DE HIDROXIZINA
341,CELECOXIBE
342,CIPROFIBRATO
343,ACICLOVIR
344,HEMITARTARATO DE ZOLPIDEM
345,DICLOFENACO DE SÓDIO
345,CARISOPRODOL
345,PARACETAMOL
345,CAFEÍNA
346,CLORIDRATO DE DEXMEDETOMIDINA
347,UNDECILATO DE TESTOSTERONA
348,TIGECICLINA
349,ESZOPICLONA
350,CLORIDRATO DE PAROXETINA HEMI-HIDRATADO
351,PREDNISOLONA
352,LEVETIRACETAM
353,BROMIDRATO DE CITALOPRAM
354,RISEDRONATO SÓDICO
355,CLORIDRATO DE FEXOFENADINA
356,CABERGOLINA
357,TEMOZOLOMIDA
358,CLORIDRATO DE LORCASSERINA HEMI-HIDRATADO
359,TRIMETOPRIMA
359,SULFAMETOXAZOL
360,DAPTOMICINA
361,IBANDRONATO DE SÓDIO MONOIDRATADO
362,IBANDRONATO DE SÓDIO
363,ACETATO DE CLORMADINONA
363,ETINILESTRADIOL
364,OLMESARTANA MEDOXOMILA
365,NITRATO DE MICONAZOL
365,TINIDAZOL
366,FOSFATO SÓDICO DE PREDNISOLONA
367,CLORIDRATO DE TRAMADOL
367,PARACETAMOL
368,PREGABALINA
369,CLORIDRATO DE METILFENIDATO
370,CLIOQUINOL
370,SULFATO DE GENTAMICINA
370,TOLNAFTATO
370,VALERATO DE BETAMETASONA
371,CITRATO DE SÓDIO DI-HIDRATADO
372,DELAFLOXACINO MEGLUMINA
373,NITRATO DE TIAMINA
373,CLORIDRATO DE PIRIDOXINA
373,CIANOCOBALAMINA
374,CLORIDRATO DE REMIFENTANILA
375,EXEMESTANO
376,FOSFATO DISSÓDICO DE DEXAMETASONA
376,CLORIDRATO DE TIAMINA
376,CLORIDRATO DE PIRIDOXINA
376,CIANOCOBALAMINA
377,BILASTINA
378,TARTARATO DE EVOGLIPTINA
379,RIVAROXABANA
380,ACETATO DE RACEALFATOCOFEROL
381,DEXAMETASONA
382,SUGAMADEX SÓDICO
383,SORBITOL 70 %
383,LAURIL SULFATO DE SÓDIO
384,TRICLOSANA
384,MENTOL
384,BENZOCAÍNA
385,CLORIDRATO DE AMANTADINA
386,LEVOFLOXACINO HEMIIDRATADO
387,DECITABINA
388,ISOTRETINOÍNA
389,DICLORIDRATO DE LEVOCETIRIZINA
389,MONTELUCASTE DE SÓDIO
390,MINOXIDIL
391,LENALIDOMIDA
392,CARISOPRODOL
392,PARACETAMOL
392,CAFEÍNA ANIDRA
392,DICLOFENACO SÓDICO
393,BESILATO DE ANLODIPINO
394,CITRATO DE TAMOXIFENO
395,CLORIDRATO DE SOTALOL
396,CLORIDRATO DE LOPERAMIDA
397,DOXICICLINA MONOIDRATADA
398,ALOPURINOL
399,ATENOLOL
400,ACETATO DE LEUPRORRELINA
401,CLAVULANATO DE POTÁSSIO
401,AMOXICILINA
402,NORFLOXACINO
403,MIRTAZAPINA
404,SOMATROPINA
405,RABEPRAZOL SÓDICO
406,VALSARTANA
406,BESILATO DE ANLODIPINO
407,VALSARTANA
407,HIDROCLOROTIAZIDA
407,BESILATO DE ANLODIPINO
408,ARIPIPRAZOL
409,CLORIDRATO DE CINACALCETE
410,GABAPENTINA
411,CLORIDRATO DE CLOMIPRAMINA
412,ETANERCEPTE
413,CARBIDOPA (PORT. 344/98 LISTA C 1)
413,ENTACAPONA
413,LEVODOPA
414,ENTACAPONA
415,BROLUCIZUMABE
416,CICLOSPORINA
417,CAFEÍNA ANIDRA
417,ÁCIDO ACETILSALICÍLICO
418,TRICLOSANA
418,ALANTOÍNA
418,ÓXIDO DE ZINCO
419,DIPROPIONATO DE BECLOMETASONA
420,CLORIDRATO DE HIDROXOCOBALAMINA
420,TRIPTOFANO
420,CLORIDRATO DE ARGININA
420,GLUTAMINA
420,FOSFATO DE LEVOTREONINA
420,DEXFOSFOSSERINA
421,CLORIDRATO DE BAMIFILINA
422,ALFAPORACTANTO
423,SULFATO DE SALBUTAMOL
423,DIPROPIONATO DE BECLOMETASONA
424,DICLORIDRATO DE MANIDIPINO
425,PIROXICAM BETACICLODEXTRINA
426,CITRATO DE CÁLCIO
426,COLECALCIFEROL
427,DEFERIPRONA
428,CLORIDRATO DE SELEGILINA
429,LEVOCETIRIZINA
430,CLORIDRATO DE DELAPRIL
430,DICLORIDRATO DE MANIDIPINO
431,TOBRAMICINA
432,DIPROPIONATO DE BECLOMETASONA
432,FUMARATO DE FORMOTEROL DI-HIDRATADO
433,FUMARATO DE FORMOTEROL
433,DIPROPIONATO DE BECLOMETASONA
434,DIPROPIONATO DE BECLOMETASONA
434,FUMARATO DE FORMOTEROL DIIDRATADO
435,CITRATO DE CAFEÍNA
436,BROMETO DE GLICOPIRRÔNIO
436,DIPROPIONATO DE BECLOMETASONA
436,FUMARATO DE FORMOTEROL DI-HIDRATADO
437,ALFAVELMANASE
438,LISADO BACTERIANO
439,IMIPENÉM MONOIDRATADO
440,MEROPENÉM
441,ISOFLURANO
442,SEVOFLURANO
443,MICOFENOLATO DE MOFETILA
444,CEFUROXIMA SÓDICA
445,CLORIDRATO DE ROPIVACAÍNA MONOIDRATADO
446,CAFEÍNA
446,ÁCIDO ACETIL SALICILICO
447,SACARATO DE ÓXIDO FÉRRICO
448,CYNARA SCOLYMUS L.
449,AESCULUS HIPPOCASTANUM L.
450,CÂNFORA
451,PAPAVER SOMNIFERUM L.
452,BASILIXIMAB
453,OCTREOTIDA
454,ACETATO DE OCTREOTIDA
455,CLORIDRATO DE HIDRALAZINA
456,MESILATO DE BROMOCRIPTINA
457,FUMARATO DE FORMOTEROL
458,FUMARATO DE FORMOTEROL DI-HIDRATADO
459,DICLOFENACO ÁCIDO
460,DICLOFENACO POTÁSSICO
461,OXCARBAZEPINA
462,MESILATO DE DESFERROXAMINA
463,CLORIDRATO DE TIZANIDINA
464,BACLOFENO
465,TARTARATO DE METOPROLOL
466,CARBAMAZEPINA
467,VALSARTANA
467,HIDROCLOROTIAZIDA
468,HIDROGENOTARTARATO DE RIVASTIGMINA
469,RIVASTIGMINA
470,DICLOFENACO COLESTIRAMINA
471,HEMIDRATO DE ESTRADIOL
471,ACETATO DE NORETISTERONA
472,BUDESONIDA
472,FUMARATO DE FORMOTEROL DI-HIDRATADO
473,ESTRADIOL HEMI-HIDRATADO
474,MICOFENOLATO DE SÓDIO
475,DICLOFENACO SÓDICO
475,FOSFATO DE CODEÍNA HEMI-HIDRATADO
476,OMALIZUMABE
477,DEFERASIROX
478,VILDAGLIPTINA
479,RANIBIZUMABE
480,VILDAGLIPTINA
480,CLORIDRATO DE METFORMINA
481,NILOTINIBE
